title,author,book_id,source,cover_url,asset_file,decision,confidence,reason
My Ántonia,Willa Cather,my-antonia,standard-ebooks,/covers/my-antonia.jpg,public/covers/covers/my-antonia.jpg,remove,1,public-domain Standard Ebooks cover
My Brilliant Career,Miles Franklin,my-brilliant-career,standard-ebooks,/covers/my-brilliant-career.jpg,public/covers/covers/my-brilliant-career.jpg,remove,1,public-domain Standard Ebooks cover
My First Summer in the Sierra,John Muir,my-first-summer-in-the-sierra,standard-ebooks,/covers/my-first-summer-in-the-sierra.jpg,public/covers/covers/my-first-summer-in-the-sierra.jpg,remove,1,public-domain Standard Ebooks cover
My Reminiscences,Rabindranath Tagore,my-reminiscences,standard-ebooks,/covers/my-reminiscences.jpg,public/covers/covers/my-reminiscences.jpg,remove,1,public-domain Standard Ebooks cover
Mystery at Lynden Sands,J. J. Connington,mystery-at-lynden-sands,standard-ebooks,/covers/mystery-at-lynden-sands.jpg,public/covers/covers/mystery-at-lynden-sands.jpg,remove,1,public-domain Standard Ebooks cover
Narrative of the Life of Frederick Douglass,Frederick Douglass,narrative-of-the-life-of-frederick-douglass,standard-ebooks,/covers/narrative-of-the-life-of-frederick-douglass.jpg,public/covers/covers/narrative-of-the-life-of-frederick-douglass.jpg,remove,1,public-domain Standard Ebooks cover
National Avenue,Booth Tarkington,national-avenue,standard-ebooks,/covers/national-avenue.jpg,public/covers/covers/national-avenue.jpg,remove,1,public-domain Standard Ebooks cover
New Hampshire: A Poem with Notes and Grace Notes,Robert Frost,new-hampshire,standard-ebooks,/covers/new-hampshire.jpg,public/covers/covers/new-hampshire.jpg,remove,1,public-domain Standard Ebooks cover
"News from Nowhere: Or, an Epoch of Rest, Being Some Chapters From a Utopian Romance",William Morris,news-from-nowhere,standard-ebooks,/covers/news-from-nowhere.jpg,public/covers/covers/news-from-nowhere.jpg,remove,1,public-domain Standard Ebooks cover
Nicholas Nickleby,Charles Dickens,nicholas-nickleby,standard-ebooks,/covers/nicholas-nickleby.jpg,public/covers/covers/nicholas-nickleby.jpg,remove,1,public-domain Standard Ebooks cover
Nicomachean Ethics,Aristotle,nicomachean-ethics,standard-ebooks,/covers/nicomachean-ethics.jpg,public/covers/covers/nicomachean-ethics.jpg,remove,1,public-domain Standard Ebooks cover
Night and Day,Virginia Woolf,night-and-day,standard-ebooks,/covers/night-and-day.jpg,public/covers/covers/night-and-day.jpg,remove,1,public-domain Standard Ebooks cover
Nightmare Abbey,Thomas Love Peacock,nightmare-abbey,standard-ebooks,/covers/nightmare-abbey.jpg,public/covers/covers/nightmare-abbey.jpg,remove,1,public-domain Standard Ebooks cover
No More Parades,Ford Madox Ford,no-more-parades,standard-ebooks,/covers/no-more-parades.jpg,public/covers/covers/no-more-parades.jpg,remove,1,public-domain Standard Ebooks cover
No Name,Wilkie Collins,no-name,standard-ebooks,/covers/no-name.jpg,public/covers/covers/no-name.jpg,remove,1,public-domain Standard Ebooks cover
No Treason,Lysander Spooner,no-treason,standard-ebooks,/covers/no-treason.jpg,public/covers/covers/no-treason.jpg,remove,1,public-domain Standard Ebooks cover
Noli Me Tangere,José Rizal,noli-me-tangere,standard-ebooks,/covers/noli-me-tangere.jpg,public/covers/covers/noli-me-tangere.jpg,remove,1,public-domain Standard Ebooks cover
Nordenholt’s Million,J. J. Connington,nordenholts-million,standard-ebooks,/covers/nordenholts-million.jpg,public/covers/covers/nordenholts-million.jpg,remove,1,public-domain Standard Ebooks cover
North and South,Elizabeth Gaskell,north-and-south,standard-ebooks,/covers/north-and-south.jpg,public/covers/covers/north-and-south.jpg,remove,1,public-domain Standard Ebooks cover
North of Boston,Robert Frost,north-of-boston,standard-ebooks,/covers/north-of-boston.jpg,public/covers/covers/north-of-boston.jpg,remove,1,public-domain Standard Ebooks cover
Northanger Abbey,Jane Austen,northanger-abbey,standard-ebooks,/covers/northanger-abbey.jpg,public/covers/covers/northanger-abbey.jpg,remove,1,public-domain Standard Ebooks cover
Nostromo: A Tale of the Seaboard,Joseph Conrad,nostromo,standard-ebooks,/covers/nostromo.jpg,public/covers/covers/nostromo.jpg,remove,1,public-domain Standard Ebooks cover
Notes from Underground,Fyodor Dostoevsky,notes-from-underground,standard-ebooks,/covers/notes-from-underground.jpg,public/covers/covers/notes-from-underground.jpg,remove,1,public-domain Standard Ebooks cover
Notre-Dame de Paris,Victor Hugo,notre-dame-de-paris,standard-ebooks,/covers/notre-dame-de-paris.jpg,public/covers/covers/notre-dame-de-paris.jpg,remove,1,public-domain Standard Ebooks cover
O Pioneers!,Willa Cather,o-pioneers,standard-ebooks,/covers/o-pioneers.jpg,public/covers/covers/o-pioneers.jpg,remove,1,public-domain Standard Ebooks cover
Oedipus at Colonus,Sophocles,oedipus-at-colonus,standard-ebooks,/covers/oedipus-at-colonus.jpg,public/covers/covers/oedipus-at-colonus.jpg,remove,1,public-domain Standard Ebooks cover
Oedipus Rex,Sophocles,oedipus-rex,standard-ebooks,/covers/oedipus-rex.jpg,public/covers/covers/oedipus-rex.jpg,remove,1,public-domain Standard Ebooks cover
Of Human Bondage,W. Somerset Maugham,of-human-bondage,standard-ebooks,/covers/of-human-bondage.jpg,public/covers/covers/of-human-bondage.jpg,remove,1,public-domain Standard Ebooks cover
Oil!,Upton Sinclair,oil,standard-ebooks,/covers/oil.jpg,public/covers/covers/oil.jpg,remove,1,public-domain Standard Ebooks cover
Oliver Twist,Charles Dickens,oliver-twist,standard-ebooks,/covers/oliver-twist.jpg,public/covers/covers/oliver-twist.jpg,remove,1,public-domain Standard Ebooks cover
On a Chinese Screen,W. Somerset Maugham,on-a-chinese-screen,standard-ebooks,/covers/on-a-chinese-screen.jpg,public/covers/covers/on-a-chinese-screen.jpg,remove,1,public-domain Standard Ebooks cover
On Liberty,John Stuart Mill,on-liberty,standard-ebooks,/covers/on-liberty.jpg,public/covers/covers/on-liberty.jpg,remove,1,public-domain Standard Ebooks cover
One of Ours,Willa Cather,one-of-ours,standard-ebooks,/covers/one-of-ours.jpg,public/covers/covers/one-of-ours.jpg,remove,1,public-domain Standard Ebooks cover
Orlando: A Biography,Virginia Woolf,orlando,standard-ebooks,/covers/orlando.jpg,public/covers/covers/orlando.jpg,remove,1,public-domain Standard Ebooks cover
Orlando Furioso,Ludovico Ariosto,orlando-furioso,standard-ebooks,/covers/orlando-furioso.jpg,public/covers/covers/orlando-furioso.jpg,remove,1,public-domain Standard Ebooks cover
Orley Farm,Anthony Trollope,orley-farm,standard-ebooks,/covers/orley-farm.jpg,public/covers/covers/orley-farm.jpg,remove,1,public-domain Standard Ebooks cover
Orthodoxy,G. K. Chesterton,orthodoxy,standard-ebooks,/covers/orthodoxy.jpg,public/covers/covers/orthodoxy.jpg,remove,1,public-domain Standard Ebooks cover
Othello,William Shakespeare,othello,standard-ebooks,/covers/othello.jpg,public/covers/covers/othello.jpg,remove,1,public-domain Standard Ebooks cover
Ozma of Oz,L. Frank Baum,ozma-of-oz,standard-ebooks,/covers/ozma-of-oz.jpg,public/covers/covers/ozma-of-oz.jpg,remove,1,public-domain Standard Ebooks cover
Pan Michael,Henryk Sienkiewicz,pan-michael,standard-ebooks,/covers/pan-michael.jpg,public/covers/covers/pan-michael.jpg,remove,1,public-domain Standard Ebooks cover
Paradise Lost,John Milton,paradise-lost,standard-ebooks,/covers/paradise-lost.jpg,public/covers/covers/paradise-lost.jpg,remove,1,public-domain Standard Ebooks cover
Parnassus on Wheels,Christopher Morley,parnassus-on-wheels,standard-ebooks,/covers/parnassus-on-wheels.jpg,public/covers/covers/parnassus-on-wheels.jpg,remove,1,public-domain Standard Ebooks cover
Pellucidar,Edgar Rice Burroughs,pellucidar,standard-ebooks,/covers/pellucidar.jpg,public/covers/covers/pellucidar.jpg,remove,1,public-domain Standard Ebooks cover
Penguin Island,Anatole France,penguin-island,standard-ebooks,/covers/penguin-island.jpg,public/covers/covers/penguin-island.jpg,remove,1,public-domain Standard Ebooks cover
Pericles,William Shakespeare,pericles,standard-ebooks,/covers/pericles.jpg,public/covers/covers/pericles.jpg,remove,1,public-domain Standard Ebooks cover
Personal Memoirs of Ulysses S. Grant,Ulysses S. Grant,personal-memoirs-of-ulysses-s-grant,standard-ebooks,/covers/personal-memoirs-of-ulysses-s-grant.jpg,public/covers/covers/personal-memoirs-of-ulysses-s-grant.jpg,remove,1,public-domain Standard Ebooks cover
Personal Recollections of Joan of Arc,Mark Twain,personal-recollections-of-joan-of-arc,standard-ebooks,/covers/personal-recollections-of-joan-of-arc.jpg,public/covers/covers/personal-recollections-of-joan-of-arc.jpg,remove,1,public-domain Standard Ebooks cover
Persuasion,Jane Austen,persuasion,standard-ebooks,/covers/persuasion.jpg,public/covers/covers/persuasion.jpg,remove,1,public-domain Standard Ebooks cover
Peter and Wendy,J. M. Barrie,peter-and-wendy,standard-ebooks,/covers/peter-and-wendy.jpg,public/covers/covers/peter-and-wendy.jpg,remove,1,public-domain Standard Ebooks cover
Phantastes: A Faerie Romance for Men and Women,George MacDonald,phantastes,standard-ebooks,/covers/phantastes.jpg,public/covers/covers/phantastes.jpg,remove,1,public-domain Standard Ebooks cover
Philoctetes,Sophocles,philoctetes,standard-ebooks,/covers/philoctetes.jpg,public/covers/covers/philoctetes.jpg,remove,1,public-domain Standard Ebooks cover
Phineas Finn: The Irish Member,Anthony Trollope,phineas-finn,standard-ebooks,/covers/phineas-finn.jpg,public/covers/covers/phineas-finn.jpg,remove,1,public-domain Standard Ebooks cover
Phineas Redux,Anthony Trollope,phineas-redux,standard-ebooks,/covers/phineas-redux.jpg,public/covers/covers/phineas-redux.jpg,remove,1,public-domain Standard Ebooks cover
"Phoebe, Junior: A Last Chronicle of Carlingford",Margaret Oliphant,phoebe-junior,standard-ebooks,/covers/phoebe-junior.jpg,public/covers/covers/phoebe-junior.jpg,remove,1,public-domain Standard Ebooks cover
Pierre and Jean,Guy de Maupassant,pierre-and-jean,standard-ebooks,/covers/pierre-and-jean.jpg,public/covers/covers/pierre-and-jean.jpg,remove,1,public-domain Standard Ebooks cover
Pimpernel and Rosemary,Baroness Orczy,pimpernel-and-rosemary,standard-ebooks,/covers/pimpernel-and-rosemary.jpg,public/covers/covers/pimpernel-and-rosemary.jpg,remove,1,public-domain Standard Ebooks cover
Plague Ship,Andre Norton,plague-ship,standard-ebooks,/covers/plague-ship.jpg,public/covers/covers/plague-ship.jpg,remove,1,public-domain Standard Ebooks cover
Poetry,C. S. Lewis,poetry,standard-ebooks,/covers/poetry.jpg,public/covers/covers/poetry.jpg,remove,1,public-domain Standard Ebooks cover
Point Counter Point,Aldous Huxley,point-counter-point,standard-ebooks,/covers/point-counter-point.jpg,public/covers/covers/point-counter-point.jpg,remove,1,public-domain Standard Ebooks cover
Poirot Investigates,Agatha Christie,poirot-investigates,standard-ebooks,/covers/poirot-investigates.jpg,public/covers/covers/poirot-investigates.jpg,remove,1,public-domain Standard Ebooks cover
Pollyanna,Eleanor H. Porter,pollyanna,standard-ebooks,/covers/pollyanna.jpg,public/covers/covers/pollyanna.jpg,remove,1,public-domain Standard Ebooks cover
Pollyanna Grows Up,Eleanor H. Porter,pollyanna-grows-up,standard-ebooks,/covers/pollyanna-grows-up.jpg,public/covers/covers/pollyanna-grows-up.jpg,remove,1,public-domain Standard Ebooks cover
Practical Mysticism: A Little Book for Normal People,Evelyn Underhill,practical-mysticism,standard-ebooks,/covers/practical-mysticism.jpg,public/covers/covers/practical-mysticism.jpg,remove,1,public-domain Standard Ebooks cover
Pragmatism: A New Name for Some Old Ways of Thinking,William James,pragmatism,standard-ebooks,/covers/pragmatism.jpg,public/covers/covers/pragmatism.jpg,remove,1,public-domain Standard Ebooks cover
Pride and Prejudice,Jane Austen,pride-and-prejudice,standard-ebooks,/covers/pride-and-prejudice.jpg,public/covers/covers/pride-and-prejudice.jpg,remove,1,public-domain Standard Ebooks cover
Prince Otto: A Romance,Robert Louis Stevenson,prince-otto,standard-ebooks,/covers/prince-otto.jpg,public/covers/covers/prince-otto.jpg,remove,1,public-domain Standard Ebooks cover
Pudd’nhead Wilson,Mark Twain,puddnhead-wilson,standard-ebooks,/covers/puddnhead-wilson.jpg,public/covers/covers/puddnhead-wilson.jpg,remove,1,public-domain Standard Ebooks cover
Pygmalion,George Bernard Shaw,pygmalion,standard-ebooks,/covers/pygmalion.jpg,public/covers/covers/pygmalion.jpg,remove,1,public-domain Standard Ebooks cover
Quicksand,Nella Larsen,quicksand,standard-ebooks,/covers/quicksand.jpg,public/covers/covers/quicksand.jpg,remove,1,public-domain Standard Ebooks cover
Quo Vadis: A Narrative of the Time of Nero,Henryk Sienkiewicz,quo-vadis,standard-ebooks,/covers/quo-vadis.jpg,public/covers/covers/quo-vadis.jpg,remove,1,public-domain Standard Ebooks cover
Rachel Ray,Anthony Trollope,rachel-ray,standard-ebooks,/covers/rachel-ray.jpg,public/covers/covers/rachel-ray.jpg,remove,1,public-domain Standard Ebooks cover
"Ragged Dick: Or, Street Life in New York with the Bootblacks",Horatio Alger Jr.,ragged-dick,standard-ebooks,/covers/ragged-dick.jpg,public/covers/covers/ragged-dick.jpg,remove,1,public-domain Standard Ebooks cover
Ralestone Luck,Andre Norton,ralestone-luck,standard-ebooks,/covers/ralestone-luck.jpg,public/covers/covers/ralestone-luck.jpg,remove,1,public-domain Standard Ebooks cover
Red Harvest,Dashiell Hammett,red-harvest,standard-ebooks,/covers/red-harvest.jpg,public/covers/covers/red-harvest.jpg,remove,1,public-domain Standard Ebooks cover
Representative Men: Seven Lectures,Ralph Waldo Emerson,representative-men,standard-ebooks,/covers/representative-men.jpg,public/covers/covers/representative-men.jpg,remove,1,public-domain Standard Ebooks cover
Resurrection,Leo Tolstoy,resurrection,standard-ebooks,/covers/resurrection.jpg,public/covers/covers/resurrection.jpg,remove,1,public-domain Standard Ebooks cover
Richard II,William Shakespeare,richard-ii,standard-ebooks,/covers/richard-ii.jpg,public/covers/covers/richard-ii.jpg,remove,1,public-domain Standard Ebooks cover
Richard III,William Shakespeare,richard-iii,standard-ebooks,/covers/richard-iii.jpg,public/covers/covers/richard-iii.jpg,remove,1,public-domain Standard Ebooks cover
Riders of the Purple Sage,Zane Grey,riders-of-the-purple-sage,standard-ebooks,/covers/riders-of-the-purple-sage.jpg,public/covers/covers/riders-of-the-purple-sage.jpg,remove,1,public-domain Standard Ebooks cover
"Roads to Freedom: Socialism, Anarchism, and Syndicalism",Bertrand Russell,roads-to-freedom,standard-ebooks,/covers/roads-to-freedom.jpg,public/covers/covers/roads-to-freedom.jpg,remove,1,public-domain Standard Ebooks cover
Romeo and Juliet,William Shakespeare,romeo-and-juliet,standard-ebooks,/covers/romeo-and-juliet.jpg,public/covers/covers/romeo-and-juliet.jpg,remove,1,public-domain Standard Ebooks cover
Roughing It,Mark Twain,roughing-it,standard-ebooks,/covers/roughing-it.jpg,public/covers/covers/roughing-it.jpg,remove,1,public-domain Standard Ebooks cover
Round the Moon,Jules Verne,round-the-moon,standard-ebooks,/covers/round-the-moon.jpg,public/covers/covers/round-the-moon.jpg,remove,1,public-domain Standard Ebooks cover
Running a Thousand Miles for Freedom: The Escape of William and Ellen Craft from Slavery,William Craft & Ellen Craft,running-a-thousand-miles-for-freedom,standard-ebooks,/covers/running-a-thousand-miles-for-freedom.jpg,public/covers/covers/running-a-thousand-miles-for-freedom.jpg,remove,1,public-domain Standard Ebooks cover
Salammbô,Gustave Flaubert,salammbo,standard-ebooks,/covers/salammbo.jpg,public/covers/covers/salammbo.jpg,remove,1,public-domain Standard Ebooks cover
Salem Chapel,Margaret Oliphant,salem-chapel,standard-ebooks,/covers/salem-chapel.jpg,public/covers/covers/salem-chapel.jpg,remove,1,public-domain Standard Ebooks cover
Savrola: A Tale of the Revolution in Laurania,Winston Churchill,savrola,standard-ebooks,/covers/savrola.jpg,public/covers/covers/savrola.jpg,remove,1,public-domain Standard Ebooks cover
Scaramouche: A Romance of the French Revolution,Rafael Sabatini,scaramouche,standard-ebooks,/covers/scaramouche.jpg,public/covers/covers/scaramouche.jpg,remove,1,public-domain Standard Ebooks cover
Sense and Sensibility,Jane Austen,sense-and-sensibility,standard-ebooks,/covers/sense-and-sensibility.jpg,public/covers/covers/sense-and-sensibility.jpg,remove,1,public-domain Standard Ebooks cover
Seven Pillars of Wisdom,T. E. Lawrence,seven-pillars-of-wisdom,standard-ebooks,/covers/seven-pillars-of-wisdom.jpg,public/covers/covers/seven-pillars-of-wisdom.jpg,remove,1,public-domain Standard Ebooks cover
She: A History of Adventure,H. Rider Haggard,she,standard-ebooks,/covers/she.jpg,public/covers/covers/she.jpg,remove,1,public-domain Standard Ebooks cover
She Stoops to Conquer,Oliver Goldsmith,she-stoops-to-conquer,standard-ebooks,/covers/she-stoops-to-conquer.jpg,public/covers/covers/she-stoops-to-conquer.jpg,remove,1,public-domain Standard Ebooks cover
Shirley,Charlotte Brontë,shirley,standard-ebooks,/covers/shirley.jpg,public/covers/covers/shirley.jpg,remove,1,public-domain Standard Ebooks cover
Short Fiction,Andre Norton,short-fiction,standard-ebooks,/covers/short-fiction.jpg,public/covers/covers/short-fiction.jpg,remove,1,public-domain Standard Ebooks cover
Short Plays,George Bernard Shaw,short-plays,standard-ebooks,/covers/short-plays.jpg,public/covers/covers/short-plays.jpg,remove,1,public-domain Standard Ebooks cover
Shorts from Scenes from Private Life,Honoré de Balzac,shorts-from-scenes-from-private-life,standard-ebooks,/covers/shorts-from-scenes-from-private-life.jpg,public/covers/covers/shorts-from-scenes-from-private-life.jpg,remove,1,public-domain Standard Ebooks cover
Siddhartha: An Indian Tale,Hermann Hesse,siddhartha,standard-ebooks,/covers/siddhartha.jpg,public/covers/covers/siddhartha.jpg,remove,1,public-domain Standard Ebooks cover
Silas Marner: The Weaver of Raveloe,George Eliot,silas-marner,standard-ebooks,/covers/silas-marner.jpg,public/covers/covers/silas-marner.jpg,remove,1,public-domain Standard Ebooks cover
Sir Percy Hits Back,Baroness Orczy,sir-percy-hits-back,standard-ebooks,/covers/sir-percy-hits-back.jpg,public/covers/covers/sir-percy-hits-back.jpg,remove,1,public-domain Standard Ebooks cover
Six Characters in Search of an Author: A Comedy in the Making,Luigi Pirandello,six-characters-in-search-of-an-author,standard-ebooks,/covers/six-characters-in-search-of-an-author.jpg,public/covers/covers/six-characters-in-search-of-an-author.jpg,remove,1,public-domain Standard Ebooks cover
So Big,Edna Ferber,so-big,standard-ebooks,/covers/so-big.jpg,public/covers/covers/so-big.jpg,remove,1,public-domain Standard Ebooks cover
Soldiers’ Pay,William Faulkner,soldiers-pay,standard-ebooks,/covers/soldiers-pay.jpg,public/covers/covers/soldiers-pay.jpg,remove,1,public-domain Standard Ebooks cover
Some Do Not …,Ford Madox Ford,some-do-not,standard-ebooks,/covers/some-do-not.jpg,public/covers/covers/some-do-not.jpg,remove,1,public-domain Standard Ebooks cover
Some Thoughts Concerning Education,John Locke,some-thoughts-concerning-education,standard-ebooks,/covers/some-thoughts-concerning-education.jpg,public/covers/covers/some-thoughts-concerning-education.jpg,remove,1,public-domain Standard Ebooks cover
Sons and Lovers,D. H. Lawrence,sons-and-lovers,standard-ebooks,/covers/sons-and-lovers.jpg,public/covers/covers/sons-and-lovers.jpg,remove,1,public-domain Standard Ebooks cover
South!: The Story of Shackleton’s Last Expedition 1914–1917,Ernest Shackleton,south,standard-ebooks,/covers/south.jpg,public/covers/covers/south.jpg,remove,1,public-domain Standard Ebooks cover
Space Viking,H. Beam Piper,space-viking,standard-ebooks,/covers/space-viking.jpg,public/covers/covers/space-viking.jpg,remove,1,public-domain Standard Ebooks cover
Spoon River Anthology,Edgar Lee Masters,spoon-river-anthology,standard-ebooks,/covers/spoon-river-anthology.jpg,public/covers/covers/spoon-river-anthology.jpg,remove,1,public-domain Standard Ebooks cover
Star Born,Andre Norton,star-born,standard-ebooks,/covers/star-born.jpg,public/covers/covers/star-born.jpg,remove,1,public-domain Standard Ebooks cover
Star Hunter,Andre Norton,star-hunter,standard-ebooks,/covers/star-hunter.jpg,public/covers/covers/star-hunter.jpg,remove,1,public-domain Standard Ebooks cover
Steppenwolf,Hermann Hesse,steppenwolf,standard-ebooks,/covers/steppenwolf.jpg,public/covers/covers/steppenwolf.jpg,remove,1,public-domain Standard Ebooks cover
Storm Over Warlock,Andre Norton,storm-over-warlock,standard-ebooks,/covers/storm-over-warlock.jpg,public/covers/covers/storm-over-warlock.jpg,remove,1,public-domain Standard Ebooks cover
"Struggles and Triumphs: Or, Forty Years’ Recollections",P. T. Barnum,struggles-and-triumphs,standard-ebooks,/covers/struggles-and-triumphs.jpg,public/covers/covers/struggles-and-triumphs.jpg,remove,1,public-domain Standard Ebooks cover
Summer,Edith Wharton,summer,standard-ebooks,/covers/summer.jpg,public/covers/covers/summer.jpg,remove,1,public-domain Standard Ebooks cover
"Sybil: Or, the Two Nations",Benjamin Disraeli,sybil,standard-ebooks,/covers/sybil.jpg,public/covers/covers/sybil.jpg,remove,1,public-domain Standard Ebooks cover
Sylvie and Bruno,Lewis Carroll,sylvie-and-bruno,standard-ebooks,/covers/sylvie-and-bruno.jpg,public/covers/covers/sylvie-and-bruno.jpg,remove,1,public-domain Standard Ebooks cover
Tao Te Ching,Laozi,tao-te-ching,standard-ebooks,/covers/tao-te-ching.jpg,public/covers/covers/tao-te-ching.jpg,remove,1,public-domain Standard Ebooks cover
Tarzan and the Ant Men,Edgar Rice Burroughs,tarzan-and-the-ant-men,standard-ebooks,/covers/tarzan-and-the-ant-men.jpg,public/covers/covers/tarzan-and-the-ant-men.jpg,remove,1,public-domain Standard Ebooks cover
Tarzan and the Golden Lion,Edgar Rice Burroughs,tarzan-and-the-golden-lion,standard-ebooks,/covers/tarzan-and-the-golden-lion.jpg,public/covers/covers/tarzan-and-the-golden-lion.jpg,remove,1,public-domain Standard Ebooks cover
Tarzan and the Jewels of Opar,Edgar Rice Burroughs,tarzan-and-the-jewels-of-opar,standard-ebooks,/covers/tarzan-and-the-jewels-of-opar.jpg,public/covers/covers/tarzan-and-the-jewels-of-opar.jpg,remove,1,public-domain Standard Ebooks cover
"Tarzan, Lord of the Jungle",Edgar Rice Burroughs,tarzan-lord-of-the-jungle,standard-ebooks,/covers/tarzan-lord-of-the-jungle.jpg,public/covers/covers/tarzan-lord-of-the-jungle.jpg,remove,1,public-domain Standard Ebooks cover
Tarzan of the Apes,Edgar Rice Burroughs,tarzan-of-the-apes,standard-ebooks,/covers/tarzan-of-the-apes.jpg,public/covers/covers/tarzan-of-the-apes.jpg,remove,1,public-domain Standard Ebooks cover
Tarzan the Terrible,Edgar Rice Burroughs,tarzan-the-terrible,standard-ebooks,/covers/tarzan-the-terrible.jpg,public/covers/covers/tarzan-the-terrible.jpg,remove,1,public-domain Standard Ebooks cover
Tarzan the Untamed,Edgar Rice Burroughs,tarzan-the-untamed,standard-ebooks,/covers/tarzan-the-untamed.jpg,public/covers/covers/tarzan-the-untamed.jpg,remove,1,public-domain Standard Ebooks cover
Ten Days That Shook the World,John Reed,ten-days-that-shook-the-world,standard-ebooks,/covers/ten-days-that-shook-the-world.jpg,public/covers/covers/ten-days-that-shook-the-world.jpg,remove,1,public-domain Standard Ebooks cover
Tess of the d’Urbervilles: A Pure Woman Faithfully Presented,Thomas Hardy,tess-of-the-durbervilles,standard-ebooks,/covers/tess-of-the-durbervilles.jpg,public/covers/covers/tess-of-the-durbervilles.jpg,remove,1,public-domain Standard Ebooks cover
The Adventures of Captain Hatteras,Jules Verne,the-adventures-of-captain-hatteras,standard-ebooks,/covers/the-adventures-of-captain-hatteras.jpg,public/covers/covers/the-adventures-of-captain-hatteras.jpg,remove,1,public-domain Standard Ebooks cover
The Adventures of Huckleberry Finn,Mark Twain,the-adventures-of-huckleberry-finn,standard-ebooks,/covers/the-adventures-of-huckleberry-finn.jpg,public/covers/covers/the-adventures-of-huckleberry-finn.jpg,remove,1,public-domain Standard Ebooks cover
The Adventures of Pinocchio,Carlo Collodi,the-adventures-of-pinocchio,standard-ebooks,/covers/the-adventures-of-pinocchio.jpg,public/covers/covers/the-adventures-of-pinocchio.jpg,remove,1,public-domain Standard Ebooks cover
The Adventures of Sherlock Holmes,Arthur Conan Doyle,the-adventures-of-sherlock-holmes,standard-ebooks,/covers/the-adventures-of-sherlock-holmes.jpg,public/covers/covers/the-adventures-of-sherlock-holmes.jpg,remove,1,public-domain Standard Ebooks cover
The Adventures of Tom Sawyer,Mark Twain,the-adventures-of-tom-sawyer,standard-ebooks,/covers/the-adventures-of-tom-sawyer.jpg,public/covers/covers/the-adventures-of-tom-sawyer.jpg,remove,1,public-domain Standard Ebooks cover
The Aeneid,Virgil,the-aeneid,standard-ebooks,/covers/the-aeneid.jpg,public/covers/covers/the-aeneid.jpg,remove,1,public-domain Standard Ebooks cover
The Age of Innocence,Edith Wharton,the-age-of-innocence,standard-ebooks,/covers/the-age-of-innocence.jpg,public/covers/covers/the-age-of-innocence.jpg,remove,1,public-domain Standard Ebooks cover
The Age of Reason: Being an Investigation of True and Fabulous Theology,Thomas Paine,the-age-of-reason,standard-ebooks,/covers/the-age-of-reason.jpg,public/covers/covers/the-age-of-reason.jpg,remove,1,public-domain Standard Ebooks cover
The Airlords of Han,Philip Francis Nowlan,the-airlords-of-han,standard-ebooks,/covers/the-airlords-of-han.jpg,public/covers/covers/the-airlords-of-han.jpg,remove,1,public-domain Standard Ebooks cover
The Alchemist,Ben Jonson,the-alchemist,standard-ebooks,/covers/the-alchemist.jpg,public/covers/covers/the-alchemist.jpg,remove,1,public-domain Standard Ebooks cover
The Ambassadors,Henry James,the-ambassadors,standard-ebooks,/covers/the-ambassadors.jpg,public/covers/covers/the-ambassadors.jpg,remove,1,public-domain Standard Ebooks cover
The American Crisis,Thomas Paine,the-american-crisis,standard-ebooks,/covers/the-american-crisis.jpg,public/covers/covers/the-american-crisis.jpg,remove,1,public-domain Standard Ebooks cover
The American Senator,Anthony Trollope,the-american-senator,standard-ebooks,/covers/the-american-senator.jpg,public/covers/covers/the-american-senator.jpg,remove,1,public-domain Standard Ebooks cover
The Argonautica,Apollonius of Rhodes,the-argonautica,standard-ebooks,/covers/the-argonautica.jpg,public/covers/covers/the-argonautica.jpg,remove,1,public-domain Standard Ebooks cover
"The Art of Money Getting: Or, Golden Rules for Making Money",P. T. Barnum,the-art-of-money-getting,standard-ebooks,/covers/the-art-of-money-getting.jpg,public/covers/covers/the-art-of-money-getting.jpg,remove,1,public-domain Standard Ebooks cover
The Art of War,Sun Tzu,the-art-of-war,standard-ebooks,/covers/the-art-of-war.jpg,public/covers/covers/the-art-of-war.jpg,remove,1,public-domain Standard Ebooks cover
The Autobiography of an Ex-Colored Man,James Weldon Johnson,the-autobiography-of-an-ex-colored-man,standard-ebooks,/covers/the-autobiography-of-an-ex-colored-man.jpg,public/covers/covers/the-autobiography-of-an-ex-colored-man.jpg,remove,1,public-domain Standard Ebooks cover
The Autobiography of Benjamin Franklin,Benjamin Franklin,the-autobiography-of-benjamin-franklin,standard-ebooks,/covers/the-autobiography-of-benjamin-franklin.jpg,public/covers/covers/the-autobiography-of-benjamin-franklin.jpg,remove,1,public-domain Standard Ebooks cover
The Autobiography of Calvin Coolidge,Calvin Coolidge,the-autobiography-of-calvin-coolidge,standard-ebooks,/covers/the-autobiography-of-calvin-coolidge.jpg,public/covers/covers/the-autobiography-of-calvin-coolidge.jpg,remove,1,public-domain Standard Ebooks cover
The Autobiography of John Stuart Mill,John Stuart Mill,the-autobiography-of-john-stuart-mill,standard-ebooks,/covers/the-autobiography-of-john-stuart-mill.jpg,public/covers/covers/the-autobiography-of-john-stuart-mill.jpg,remove,1,public-domain Standard Ebooks cover
