title,author,book_id,source,cover_url,asset_file,decision,confidence,reason
Exiles: A Play in Three Acts,James Joyce,exiles,standard-ebooks,/covers/exiles.jpg,public/covers/covers/exiles.jpg,remove,1,public-domain Standard Ebooks cover
Fables,Aesop,fables,standard-ebooks,/covers/fables.jpg,public/covers/covers/fables.jpg,remove,1,public-domain Standard Ebooks cover
Facing the Flag,Jules Verne,facing-the-flag,standard-ebooks,/covers/facing-the-flag.jpg,public/covers/covers/facing-the-flag.jpg,remove,1,public-domain Standard Ebooks cover
Fanny’s First Play: An Easy Play for a Little Theatre,George Bernard Shaw,fannys-first-play,standard-ebooks,/covers/fannys-first-play.jpg,public/covers/covers/fannys-first-play.jpg,remove,1,public-domain Standard Ebooks cover
Far from the Madding Crowd,Thomas Hardy,far-from-the-madding-crowd,standard-ebooks,/covers/far-from-the-madding-crowd.jpg,public/covers/covers/far-from-the-madding-crowd.jpg,remove,1,public-domain Standard Ebooks cover
Father Goriot,Honoré de Balzac,father-goriot,standard-ebooks,/covers/father-goriot.jpg,public/covers/covers/father-goriot.jpg,remove,1,public-domain Standard Ebooks cover
Fathers and Children,Ivan Turgenev,fathers-and-children,standard-ebooks,/covers/fathers-and-children.jpg,public/covers/covers/fathers-and-children.jpg,remove,1,public-domain Standard Ebooks cover
Five Children and It,E. Nesbit,five-children-and-it,standard-ebooks,/covers/five-children-and-it.jpg,public/covers/covers/five-children-and-it.jpg,remove,1,public-domain Standard Ebooks cover
Five Weeks in a Balloon: Journeys and Discoveries in Africa by Three Englishmen,Jules Verne,five-weeks-in-a-balloon,standard-ebooks,/covers/five-weeks-in-a-balloon.jpg,public/covers/covers/five-weeks-in-a-balloon.jpg,remove,1,public-domain Standard Ebooks cover
Flatland: A Romance of Many Dimensions,Edwin A. Abbott,flatland,standard-ebooks,/covers/flatland.jpg,public/covers/covers/flatland.jpg,remove,1,public-domain Standard Ebooks cover
Four-Day Planet,H. Beam Piper,four-day-planet,standard-ebooks,/covers/four-day-planet.jpg,public/covers/covers/four-day-planet.jpg,remove,1,public-domain Standard Ebooks cover
Framley Parsonage,Anthony Trollope,framley-parsonage,standard-ebooks,/covers/framley-parsonage.jpg,public/covers/covers/framley-parsonage.jpg,remove,1,public-domain Standard Ebooks cover
Frankenstein,Mary Shelley,frankenstein,standard-ebooks,/covers/frankenstein.jpg,public/covers/covers/frankenstein.jpg,remove,1,public-domain Standard Ebooks cover
From the Earth to the Moon,Jules Verne,from-the-earth-to-the-moon,standard-ebooks,/covers/from-the-earth-to-the-moon.jpg,public/covers/covers/from-the-earth-to-the-moon.jpg,remove,1,public-domain Standard Ebooks cover
Gentlemen Prefer Blondes: The Illuminating Diary of a Professional Lady,Anita Loos,gentlemen-prefer-blondes,standard-ebooks,/covers/gentlemen-prefer-blondes.jpg,public/covers/covers/gentlemen-prefer-blondes.jpg,remove,1,public-domain Standard Ebooks cover
Germinal,Émile Zola,germinal,standard-ebooks,/covers/germinal.jpg,public/covers/covers/germinal.jpg,remove,1,public-domain Standard Ebooks cover
Geronimo’s Story of His Life,Geronimo,geronimos-story-of-his-life,standard-ebooks,/covers/geronimos-story-of-his-life.jpg,public/covers/covers/geronimos-story-of-his-life.jpg,remove,1,public-domain Standard Ebooks cover
Ghost Stories,E. F. Benson,ghost-stories,standard-ebooks,/covers/ghost-stories.jpg,public/covers/covers/ghost-stories.jpg,remove,1,public-domain Standard Ebooks cover
Ghosts: A Family-Drama in Three Acts,Henrik Ibsen,ghosts,standard-ebooks,/covers/ghosts.jpg,public/covers/covers/ghosts.jpg,remove,1,public-domain Standard Ebooks cover
Gitanjali: (Song Offerings),Rabindranath Tagore,gitanjali,standard-ebooks,/covers/gitanjali.jpg,public/covers/covers/gitanjali.jpg,remove,1,public-domain Standard Ebooks cover
Gladiator,Philip Wylie,gladiator,standard-ebooks,/covers/gladiator.jpg,public/covers/covers/gladiator.jpg,remove,1,public-domain Standard Ebooks cover
Great Expectations,Charles Dickens,great-expectations,standard-ebooks,/covers/great-expectations.jpg,public/covers/covers/great-expectations.jpg,remove,1,public-domain Standard Ebooks cover
Green Forest Stories,Thornton W. Burgess,green-forest-stories,standard-ebooks,/covers/green-forest-stories.jpg,public/covers/covers/green-forest-stories.jpg,remove,1,public-domain Standard Ebooks cover
Green Meadow Stories,Thornton W. Burgess,green-meadow-stories,standard-ebooks,/covers/green-meadow-stories.jpg,public/covers/covers/green-meadow-stories.jpg,remove,1,public-domain Standard Ebooks cover
Greenmantle,John Buchan,greenmantle,standard-ebooks,/covers/greenmantle.jpg,public/covers/covers/greenmantle.jpg,remove,1,public-domain Standard Ebooks cover
Gudrun,Anonymous,gudrun,standard-ebooks,/covers/gudrun.jpg,public/covers/covers/gudrun.jpg,remove,1,public-domain Standard Ebooks cover
Gulliver’s Travels,Jonathan Swift,gullivers-travels,standard-ebooks,/covers/gullivers-travels.jpg,public/covers/covers/gullivers-travels.jpg,remove,1,public-domain Standard Ebooks cover
Hadji Murád,Leo Tolstoy,hadji-murad,standard-ebooks,/covers/hadji-murad.jpg,public/covers/covers/hadji-murad.jpg,remove,1,public-domain Standard Ebooks cover
Hadrian the Seventh: A Romance,Frederick Rolfe,hadrian-the-seventh,standard-ebooks,/covers/hadrian-the-seventh.jpg,public/covers/covers/hadrian-the-seventh.jpg,remove,1,public-domain Standard Ebooks cover
Hamlet,William Shakespeare,hamlet,standard-ebooks,/covers/hamlet.jpg,public/covers/covers/hamlet.jpg,remove,1,public-domain Standard Ebooks cover
Hard Times: For These Times,Charles Dickens,hard-times,standard-ebooks,/covers/hard-times.jpg,public/covers/covers/hard-times.jpg,remove,1,public-domain Standard Ebooks cover
Harding’s Luck,E. Nesbit,hardings-luck,standard-ebooks,/covers/hardings-luck.jpg,public/covers/covers/hardings-luck.jpg,remove,1,public-domain Standard Ebooks cover
Harry Heathcote of Gangoil: A Tale of Australian Bush Life,Anthony Trollope,harry-heathcote-of-gangoil,standard-ebooks,/covers/harry-heathcote-of-gangoil.jpg,public/covers/covers/harry-heathcote-of-gangoil.jpg,remove,1,public-domain Standard Ebooks cover
He Knew He Was Right,Anthony Trollope,he-knew-he-was-right,standard-ebooks,/covers/he-knew-he-was-right.jpg,public/covers/covers/he-knew-he-was-right.jpg,remove,1,public-domain Standard Ebooks cover
Heart of Darkness,Joseph Conrad,heart-of-darkness,standard-ebooks,/covers/heart-of-darkness.jpg,public/covers/covers/heart-of-darkness.jpg,remove,1,public-domain Standard Ebooks cover
Heartbreak House: A Fantasia in the Russian Manner on English Themes,George Bernard Shaw,heartbreak-house,standard-ebooks,/covers/heartbreak-house.jpg,public/covers/covers/heartbreak-house.jpg,remove,1,public-domain Standard Ebooks cover
Hedda Gabler,Henrik Ibsen,hedda-gabler,standard-ebooks,/covers/hedda-gabler.jpg,public/covers/covers/hedda-gabler.jpg,remove,1,public-domain Standard Ebooks cover
Heidi,Johanna Spyri,heidi,standard-ebooks,/covers/heidi.jpg,public/covers/covers/heidi.jpg,remove,1,public-domain Standard Ebooks cover
"Henry IV, Part I",William Shakespeare,henry-iv-part-i,standard-ebooks,/covers/henry-iv-part-i.jpg,public/covers/covers/henry-iv-part-i.jpg,remove,1,public-domain Standard Ebooks cover
"Henry IV, Part II",William Shakespeare,henry-iv-part-ii,standard-ebooks,/covers/henry-iv-part-ii.jpg,public/covers/covers/henry-iv-part-ii.jpg,remove,1,public-domain Standard Ebooks cover
Henry V,William Shakespeare,henry-v,standard-ebooks,/covers/henry-v.jpg,public/covers/covers/henry-v.jpg,remove,1,public-domain Standard Ebooks cover
"Henry VI, Part I",William Shakespeare,henry-vi-part-i,standard-ebooks,/covers/henry-vi-part-i.jpg,public/covers/covers/henry-vi-part-i.jpg,remove,1,public-domain Standard Ebooks cover
"Henry VI, Part II",William Shakespeare,henry-vi-part-ii,standard-ebooks,/covers/henry-vi-part-ii.jpg,public/covers/covers/henry-vi-part-ii.jpg,remove,1,public-domain Standard Ebooks cover
"Henry VI, Part III",William Shakespeare,henry-vi-part-iii,standard-ebooks,/covers/henry-vi-part-iii.jpg,public/covers/covers/henry-vi-part-iii.jpg,remove,1,public-domain Standard Ebooks cover
Henry VIII,William Shakespeare,henry-viii,standard-ebooks,/covers/henry-viii.jpg,public/covers/covers/henry-viii.jpg,remove,1,public-domain Standard Ebooks cover
Heretics,G. K. Chesterton,heretics,standard-ebooks,/covers/heretics.jpg,public/covers/covers/heretics.jpg,remove,1,public-domain Standard Ebooks cover
Hester: A Story of Contemporary Life,Margaret Oliphant,hester,standard-ebooks,/covers/hester.jpg,public/covers/covers/hester.jpg,remove,1,public-domain Standard Ebooks cover
His Family,Ernest Poole,his-family,standard-ebooks,/covers/his-family.jpg,public/covers/covers/his-family.jpg,remove,1,public-domain Standard Ebooks cover
His Last Bow: Some Reminiscences of Sherlock Holmes,Arthur Conan Doyle,his-last-bow,standard-ebooks,/covers/his-last-bow.jpg,public/covers/covers/his-last-bow.jpg,remove,1,public-domain Standard Ebooks cover
His Masterpiece,Émile Zola,his-masterpiece,standard-ebooks,/covers/his-masterpiece.jpg,public/covers/covers/his-masterpiece.jpg,remove,1,public-domain Standard Ebooks cover
Histories,Herodotus,histories,standard-ebooks,/covers/histories.jpg,public/covers/covers/histories.jpg,remove,1,public-domain Standard Ebooks cover
History of the Peloponnesian War,Thucydides,history-of-the-peloponnesian-war,standard-ebooks,/covers/history-of-the-peloponnesian-war.jpg,public/covers/covers/history-of-the-peloponnesian-war.jpg,remove,1,public-domain Standard Ebooks cover
Household Tales,Jacob Grimm & Wilhelm Grimm,household-tales,standard-ebooks,/covers/household-tales.jpg,public/covers/covers/household-tales.jpg,remove,1,public-domain Standard Ebooks cover
How the Other Half Lives: Studies Among the Tenements of New York,Jacob Riis,how-the-other-half-lives,standard-ebooks,/covers/how-the-other-half-lives.jpg,public/covers/covers/how-the-other-half-lives.jpg,remove,1,public-domain Standard Ebooks cover
Howards End,E. M. Forster,howards-end,standard-ebooks,/covers/howards-end.jpg,public/covers/covers/howards-end.jpg,remove,1,public-domain Standard Ebooks cover
Hudson River Bracketed,Edith Wharton,hudson-river-bracketed,standard-ebooks,/covers/hudson-river-bracketed.jpg,public/covers/covers/hudson-river-bracketed.jpg,remove,1,public-domain Standard Ebooks cover
Hunting for Hidden Gold,Franklin W. Dixon,hunting-for-hidden-gold,standard-ebooks,/covers/hunting-for-hidden-gold.jpg,public/covers/covers/hunting-for-hidden-gold.jpg,remove,1,public-domain Standard Ebooks cover
Huntingtower,John Buchan,huntingtower,standard-ebooks,/covers/huntingtower.jpg,public/covers/covers/huntingtower.jpg,remove,1,public-domain Standard Ebooks cover
I Will Repay,Baroness Orczy,i-will-repay,standard-ebooks,/covers/i-will-repay.jpg,public/covers/covers/i-will-repay.jpg,remove,1,public-domain Standard Ebooks cover
Idylls of the King,"Alfred, Lord Tennyson",idylls-of-the-king,standard-ebooks,/covers/idylls-of-the-king.jpg,public/covers/covers/idylls-of-the-king.jpg,remove,1,public-domain Standard Ebooks cover
In a Glass Darkly,J. Sheridan Le Fanu,in-a-glass-darkly,standard-ebooks,/covers/in-a-glass-darkly.jpg,public/covers/covers/in-a-glass-darkly.jpg,remove,1,public-domain Standard Ebooks cover
In Search of Lost Time,Marcel Proust,in-search-of-lost-time,standard-ebooks,/covers/in-search-of-lost-time.jpg,public/covers/covers/in-search-of-lost-time.jpg,remove,1,public-domain Standard Ebooks cover
In Search of the Castaways,Jules Verne,in-search-of-the-castaways,standard-ebooks,/covers/in-search-of-the-castaways.jpg,public/covers/covers/in-search-of-the-castaways.jpg,remove,1,public-domain Standard Ebooks cover
Incidents in the Life of a Slave Girl: Seven Years Concealed,Linda Brent,incidents-in-the-life-of-a-slave-girl,standard-ebooks,/covers/incidents-in-the-life-of-a-slave-girl.jpg,public/covers/covers/incidents-in-the-life-of-a-slave-girl.jpg,remove,1,public-domain Standard Ebooks cover
Inferno,Dante Alighieri,inferno-dante,standard-ebooks,/covers/inferno.webp,public/covers/covers/inferno.webp,remove,1,public-domain Standard Ebooks cover [FILE MISSING ON DISK]
Invaders from the Infinite,John W. Campbell,invaders-from-the-infinite,standard-ebooks,/covers/invaders-from-the-infinite.jpg,public/covers/covers/invaders-from-the-infinite.jpg,remove,1,public-domain Standard Ebooks cover
"Iola Leroy: Or, Shadows Uplifted",Frances Ellen Watkins Harper,iola-leroy,standard-ebooks,/covers/iola-leroy.jpg,public/covers/covers/iola-leroy.jpg,remove,1,public-domain Standard Ebooks cover
Islands of Space,John W. Campbell,islands-of-space,standard-ebooks,/covers/islands-of-space.jpg,public/covers/covers/islands-of-space.jpg,remove,1,public-domain Standard Ebooks cover
Jacob’s Room,Virginia Woolf,jacobs-room,standard-ebooks,/covers/jacobs-room.jpg,public/covers/covers/jacobs-room.jpg,remove,1,public-domain Standard Ebooks cover
Jane Eyre,Charlotte Brontë,jane-eyre,standard-ebooks,/covers/jane-eyre.jpg,public/covers/covers/jane-eyre.jpg,remove,1,public-domain Standard Ebooks cover
Journey to the Center of the Earth,Jules Verne,journey-to-the-center-of-the-earth,standard-ebooks,/covers/journey-to-the-center-of-the-earth.jpg,public/covers/covers/journey-to-the-center-of-the-earth.jpg,remove,1,public-domain Standard Ebooks cover
Jude the Obscure,Thomas Hardy,jude-the-obscure,standard-ebooks,/covers/jude-the-obscure.jpg,public/covers/covers/jude-the-obscure.jpg,remove,1,public-domain Standard Ebooks cover
Julius Caesar,William Shakespeare,julius-caesar,standard-ebooks,/covers/julius-caesar.jpg,public/covers/covers/julius-caesar.jpg,remove,1,public-domain Standard Ebooks cover
Jungle Tales of Tarzan,Edgar Rice Burroughs,jungle-tales-of-tarzan,standard-ebooks,/covers/jungle-tales-of-tarzan.jpg,public/covers/covers/jungle-tales-of-tarzan.jpg,remove,1,public-domain Standard Ebooks cover
Just So Stories,Rudyard Kipling,just-so-stories,standard-ebooks,/covers/just-so-stories.jpg,public/covers/covers/just-so-stories.jpg,remove,1,public-domain Standard Ebooks cover
Key Out of Time,Andre Norton,key-out-of-time,standard-ebooks,/covers/key-out-of-time.jpg,public/covers/covers/key-out-of-time.jpg,remove,1,public-domain Standard Ebooks cover
Kidnapped: Being Memoirs of the Adventures of David Balfour in the Year 1751,Robert Louis Stevenson,kidnapped,standard-ebooks,/covers/kidnapped.jpg,public/covers/covers/kidnapped.jpg,remove,1,public-domain Standard Ebooks cover
Kim,Rudyard Kipling,kim,standard-ebooks,/covers/kim.jpg,public/covers/covers/kim.jpg,remove,1,public-domain Standard Ebooks cover
King Coal: A Novel of the Colorado Coal Country,Upton Sinclair,king-coal,standard-ebooks,/covers/king-coal.jpg,public/covers/covers/king-coal.jpg,remove,1,public-domain Standard Ebooks cover
King John,William Shakespeare,king-john,standard-ebooks,/covers/king-john.jpg,public/covers/covers/king-john.jpg,remove,1,public-domain Standard Ebooks cover
King Lear,William Shakespeare,king-lear,standard-ebooks,/covers/king-lear.jpg,public/covers/covers/king-lear.jpg,remove,1,public-domain Standard Ebooks cover
King Solomon’s Mines,H. Rider Haggard,king-solomons-mines,standard-ebooks,/covers/king-solomons-mines.jpg,public/covers/covers/king-solomons-mines.jpg,remove,1,public-domain Standard Ebooks cover
Kipps: The Story of a Simple Soul,H. G. Wells,kipps,standard-ebooks,/covers/kipps.jpg,public/covers/covers/kipps.jpg,remove,1,public-domain Standard Ebooks cover
Kusamakura: Unhuman Tour,Natsume Sōseki,kusamakura,standard-ebooks,/covers/kusamakura.jpg,public/covers/covers/kusamakura.jpg,remove,1,public-domain Standard Ebooks cover
Lady Audley’s Secret,M. E. Braddon,lady-audleys-secret,standard-ebooks,/covers/lady-audleys-secret.jpg,public/covers/covers/lady-audleys-secret.jpg,remove,1,public-domain Standard Ebooks cover
Lady Chatterley’s Lover,D. H. Lawrence,lady-chatterleys-lover,standard-ebooks,/covers/lady-chatterleys-lover.jpg,public/covers/covers/lady-chatterleys-lover.jpg,remove,1,public-domain Standard Ebooks cover
Lady Into Fox,David Garnett,lady-into-fox,standard-ebooks,/covers/lady-into-fox.jpg,public/covers/covers/lady-into-fox.jpg,remove,1,public-domain Standard Ebooks cover
Lady Windermere’s Fan: A Play About a Good Woman,Oscar Wilde,lady-windermeres-fan,standard-ebooks,/covers/lady-windermeres-fan.jpg,public/covers/covers/lady-windermeres-fan.jpg,remove,1,public-domain Standard Ebooks cover
Lais,Marie de France,lais,standard-ebooks,/covers/lais.jpg,public/covers/covers/lais.jpg,remove,1,public-domain Standard Ebooks cover
Laughing Boy,Oliver La Farge,laughing-boy,standard-ebooks,/covers/laughing-boy.jpg,public/covers/covers/laughing-boy.jpg,remove,1,public-domain Standard Ebooks cover
Le Morte d’Arthur,Thomas Malory,le-morte-darthur,standard-ebooks,/covers/le-morte-darthur.jpg,public/covers/covers/le-morte-darthur.jpg,remove,1,public-domain Standard Ebooks cover
Leaves of Grass,Walt Whitman,leaves-of-grass,standard-ebooks,/covers/leaves-of-grass.jpg,public/covers/covers/leaves-of-grass.jpg,remove,1,public-domain Standard Ebooks cover
Les Misérables,Victor Hugo,les-miserables,standard-ebooks,/covers/les-miserables.jpg,public/covers/covers/les-miserables.jpg,remove,1,public-domain Standard Ebooks cover
Letters of Two Brides,Honoré de Balzac,letters-of-two-brides,standard-ebooks,/covers/letters-of-two-brides.jpg,public/covers/covers/letters-of-two-brides.jpg,remove,1,public-domain Standard Ebooks cover
"Letters Written During a Short Residence in Sweden, Norway, and Denmark",Mary Wollstonecraft,letters-written-during-a-short-residence-in-sweden-norway-and-denmark,standard-ebooks,/covers/letters-written-during-a-short-residence-in-sweden-norway-and-denmark.jpg,public/covers/covers/letters-written-during-a-short-residence-in-sweden-norway-and-denmark.jpg,remove,1,public-domain Standard Ebooks cover
"Leviathan: Or, The Matter, Form and Power of a Commonwealth, Ecclesiastical and Civil",Thomas Hobbes,leviathan,standard-ebooks,/covers/leviathan.jpg,public/covers/covers/leviathan.jpg,remove,1,public-domain Standard Ebooks cover
Lilith: A Romance,George MacDonald,lilith,standard-ebooks,/covers/lilith.jpg,public/covers/covers/lilith.jpg,remove,1,public-domain Standard Ebooks cover
Little Dorrit,Charles Dickens,little-dorrit,standard-ebooks,/covers/little-dorrit.jpg,public/covers/covers/little-dorrit.jpg,remove,1,public-domain Standard Ebooks cover
Little Fuzzy,H. Beam Piper,little-fuzzy,standard-ebooks,/covers/little-fuzzy.jpg,public/covers/covers/little-fuzzy.jpg,remove,1,public-domain Standard Ebooks cover
Little Lord Fauntleroy,Frances Hodgson Burnett,little-lord-fauntleroy,standard-ebooks,/covers/little-lord-fauntleroy.jpg,public/covers/covers/little-lord-fauntleroy.jpg,remove,1,public-domain Standard Ebooks cover
Little Women,Louisa May Alcott,little-women,standard-ebooks,/covers/little-women.jpg,public/covers/covers/little-women.jpg,remove,1,public-domain Standard Ebooks cover
Lolly Willowes: Or The Loving Huntsman,Sylvia Townsend Warner,lolly-willowes,standard-ebooks,/covers/lolly-willowes.jpg,public/covers/covers/lolly-willowes.jpg,remove,1,public-domain Standard Ebooks cover
"Look Homeward, Angel: A Story of the Buried Life",Thomas Wolfe,look-homeward-angel,standard-ebooks,/covers/look-homeward-angel.jpg,public/covers/covers/look-homeward-angel.jpg,remove,1,public-domain Standard Ebooks cover
Looking Backward: 2000–1887,Edward Bellamy,looking-backward,standard-ebooks,/covers/looking-backward.jpg,public/covers/covers/looking-backward.jpg,remove,1,public-domain Standard Ebooks cover
Lord Arthur Savile’s Crime and Other Stories,Oscar Wilde,lord-arthur-saviles-crime-and-other-stories,standard-ebooks,/covers/lord-arthur-saviles-crime-and-other-stories.jpg,public/covers/covers/lord-arthur-saviles-crime-and-other-stories.jpg,remove,1,public-domain Standard Ebooks cover
Lord Jim,Joseph Conrad,lord-jim,standard-ebooks,/covers/lord-jim.jpg,public/covers/covers/lord-jim.jpg,remove,1,public-domain Standard Ebooks cover
Lord Peter Views the Body,Dorothy L. Sayers,lord-peter-views-the-body,standard-ebooks,/covers/lord-peter-views-the-body.jpg,public/covers/covers/lord-peter-views-the-body.jpg,remove,1,public-domain Standard Ebooks cover
Lord Tony’s Wife,Baroness Orczy,lord-tonys-wife,standard-ebooks,/covers/lord-tonys-wife.jpg,public/covers/covers/lord-tonys-wife.jpg,remove,1,public-domain Standard Ebooks cover
Lorna Doone: A Romance of Exmoor,R. D. Blackmore,lorna-doone,standard-ebooks,/covers/lorna-doone.jpg,public/covers/covers/lorna-doone.jpg,remove,1,public-domain Standard Ebooks cover
Lost Face,Jack London,lost-face,standard-ebooks,/covers/lost-face.jpg,public/covers/covers/lost-face.jpg,remove,1,public-domain Standard Ebooks cover
Lost Illusions,Honoré de Balzac,lost-illusions,standard-ebooks,/covers/lost-illusions.jpg,public/covers/covers/lost-illusions.jpg,remove,1,public-domain Standard Ebooks cover
Love’s Labour’s Lost,William Shakespeare,loves-labours-lost,standard-ebooks,/covers/loves-labours-lost.jpg,public/covers/covers/loves-labours-lost.jpg,remove,1,public-domain Standard Ebooks cover
Lud-in-the-Mist,Hope Mirrlees,lud-in-the-mist,standard-ebooks,/covers/lud-in-the-mist.jpg,public/covers/covers/lud-in-the-mist.jpg,remove,1,public-domain Standard Ebooks cover
Lyrical Ballads: With Pastoral and Other Poems,William Wordsworth & Samuel Taylor Coleridge,lyrical-ballads,standard-ebooks,/covers/lyrical-ballads.jpg,public/covers/covers/lyrical-ballads.jpg,remove,1,public-domain Standard Ebooks cover
Macbeth,William Shakespeare,macbeth,standard-ebooks,/covers/macbeth.jpg,public/covers/covers/macbeth.jpg,remove,1,public-domain Standard Ebooks cover
Madame Bovary,Gustave Flaubert,madame-bovary,standard-ebooks,/covers/madame-bovary.jpg,public/covers/covers/madame-bovary.jpg,remove,1,public-domain Standard Ebooks cover
Main Street,Sinclair Lewis,main-street,standard-ebooks,/covers/main-street.jpg,public/covers/covers/main-street.jpg,remove,1,public-domain Standard Ebooks cover
Major Barbara,George Bernard Shaw,major-barbara,standard-ebooks,/covers/major-barbara.jpg,public/covers/covers/major-barbara.jpg,remove,1,public-domain Standard Ebooks cover
Man and Superman: A Comedy and a Philosophy,George Bernard Shaw,man-and-superman,standard-ebooks,/covers/man-and-superman.jpg,public/covers/covers/man-and-superman.jpg,remove,1,public-domain Standard Ebooks cover
Man and Wife,Wilkie Collins,man-and-wife,standard-ebooks,/covers/man-and-wife.jpg,public/covers/covers/man-and-wife.jpg,remove,1,public-domain Standard Ebooks cover
Manhattan Transfer,John Dos Passos,manhattan-transfer,standard-ebooks,/covers/manhattan-transfer.jpg,public/covers/covers/manhattan-transfer.jpg,remove,1,public-domain Standard Ebooks cover
Mansfield Park,Jane Austen,mansfield-park,standard-ebooks,/covers/mansfield-park.jpg,public/covers/covers/mansfield-park.jpg,remove,1,public-domain Standard Ebooks cover
Marius the Epicurean: His Sensations and Ideas,Walter Pater,marius-the-epicurean,standard-ebooks,/covers/marius-the-epicurean.jpg,public/covers/covers/marius-the-epicurean.jpg,remove,1,public-domain Standard Ebooks cover
Martin Chuzzlewit,Charles Dickens,martin-chuzzlewit,standard-ebooks,/covers/martin-chuzzlewit.jpg,public/covers/covers/martin-chuzzlewit.jpg,remove,1,public-domain Standard Ebooks cover
Martin Eden,Jack London,martin-eden,standard-ebooks,/covers/martin-eden.jpg,public/covers/covers/martin-eden.jpg,remove,1,public-domain Standard Ebooks cover
Mauprat,George Sand,mauprat,standard-ebooks,/covers/mauprat.jpg,public/covers/covers/mauprat.jpg,remove,1,public-domain Standard Ebooks cover
McTeague: A Story of San Francisco,Frank Norris,mcteague,standard-ebooks,/covers/mcteague.jpg,public/covers/covers/mcteague.jpg,remove,1,public-domain Standard Ebooks cover
Measure for Measure,William Shakespeare,measure-for-measure,standard-ebooks,/covers/measure-for-measure.jpg,public/covers/covers/measure-for-measure.jpg,remove,1,public-domain Standard Ebooks cover
Meditations,Marcus Aurelius,meditations,standard-ebooks,/covers/meditations.jpg,public/covers/covers/meditations.jpg,remove,1,public-domain Standard Ebooks cover
Melmoth the Wanderer,Charles Robert Maturin,melmoth-the-wanderer,standard-ebooks,/covers/melmoth-the-wanderer.jpg,public/covers/covers/melmoth-the-wanderer.jpg,remove,1,public-domain Standard Ebooks cover
Memoirs of a Foxhunting Man,Siegfried Sassoon,memoirs-of-a-foxhunting-man,standard-ebooks,/covers/memoirs-of-a-foxhunting-man.jpg,public/covers/covers/memoirs-of-a-foxhunting-man.jpg,remove,1,public-domain Standard Ebooks cover
Memoirs of a Revolutionist,Peter Kropotkin,memoirs-of-a-revolutionist,standard-ebooks,/covers/memoirs-of-a-revolutionist.jpg,public/covers/covers/memoirs-of-a-revolutionist.jpg,remove,1,public-domain Standard Ebooks cover
Memoirs of Arsène Lupin,Maurice Leblanc,memoirs-of-arsene-lupin,standard-ebooks,/covers/memoirs-of-arsene-lupin.jpg,public/covers/covers/memoirs-of-arsene-lupin.jpg,remove,1,public-domain Standard Ebooks cover
Metamorphoses,Ovid,metamorphoses,standard-ebooks,/covers/metamorphoses.jpg,public/covers/covers/metamorphoses.jpg,remove,1,public-domain Standard Ebooks cover
Michael Strogoff: The Courier of the Czar,Jules Verne,michael-strogoff,standard-ebooks,/covers/michael-strogoff.jpg,public/covers/covers/michael-strogoff.jpg,remove,1,public-domain Standard Ebooks cover
Middlemarch: A Study of Provincial Life,George Eliot,middlemarch,standard-ebooks,/covers/middlemarch.jpg,public/covers/covers/middlemarch.jpg,remove,1,public-domain Standard Ebooks cover
Midwinter: Certain Travellers in Old England,John Buchan,midwinter,standard-ebooks,/covers/midwinter.jpg,public/covers/covers/midwinter.jpg,remove,1,public-domain Standard Ebooks cover
Miss Marjoribanks,Margaret Oliphant,miss-marjoribanks,standard-ebooks,/covers/miss-marjoribanks.jpg,public/covers/covers/miss-marjoribanks.jpg,remove,1,public-domain Standard Ebooks cover
Moby Dick,Herman Melville,moby-dick,standard-ebooks,/covers/moby-dick.jpg,public/covers/covers/moby-dick.jpg,remove,1,public-domain Standard Ebooks cover
Modeste Mignon,Honoré de Balzac,modeste-mignon,standard-ebooks,/covers/modeste-mignon.jpg,public/covers/covers/modeste-mignon.jpg,remove,1,public-domain Standard Ebooks cover
Moll Flanders,Daniel Defoe,moll-flanders,standard-ebooks,/covers/moll-flanders.jpg,public/covers/covers/moll-flanders.jpg,remove,1,public-domain Standard Ebooks cover
Mr. Standfast,John Buchan,mr-standfast,standard-ebooks,/covers/mr-standfast.jpg,public/covers/covers/mr-standfast.jpg,remove,1,public-domain Standard Ebooks cover
Mrs. Dalloway,Virginia Woolf,mrs-dalloway,standard-ebooks,/covers/mrs-dalloway.jpg,public/covers/covers/mrs-dalloway.jpg,remove,1,public-domain Standard Ebooks cover
Mrs. Warren’s Profession,George Bernard Shaw,mrs-warrens-profession,standard-ebooks,/covers/mrs-warrens-profession.jpg,public/covers/covers/mrs-warrens-profession.jpg,remove,1,public-domain Standard Ebooks cover
Much Ado About Nothing,William Shakespeare,much-ado-about-nothing,standard-ebooks,/covers/much-ado-about-nothing.jpg,public/covers/covers/much-ado-about-nothing.jpg,remove,1,public-domain Standard Ebooks cover
Murder in the Gunroom,H. Beam Piper,murder-in-the-gunroom,standard-ebooks,/covers/murder-in-the-gunroom.jpg,public/covers/covers/murder-in-the-gunroom.jpg,remove,1,public-domain Standard Ebooks cover
Murder in the Maze,J. J. Connington,murder-in-the-maze,standard-ebooks,/covers/murder-in-the-maze.jpg,public/covers/covers/murder-in-the-maze.jpg,remove,1,public-domain Standard Ebooks cover
Mutual Aid: A Factor of Evolution,Peter Kropotkin,mutual-aid,standard-ebooks,/covers/mutual-aid.jpg,public/covers/covers/mutual-aid.jpg,remove,1,public-domain Standard Ebooks cover
